index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by
97573,171-7782715-2822742,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,599,PIMPRI CHINCHWAD,MAHARASHTRA,411027,IN,FALSE,Easy Ship
97574,171-9607113-2385107,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1369,NEW DELHI,DELHI,110015,IN,FALSE,Easy Ship
97575,403-2243538-1121119,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,735,VADODARA,Gujarat,390019,IN,FALSE,Easy Ship
97576,403-2243538-1121119,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,749,VADODARA,Gujarat,390019,IN,FALSE,Easy Ship
97586,405-2679445-3445142,06-23-22,Shipped - Rejected by Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,899,LUCKNOW,UTTAR PRADESH,226022,IN,FALSE,Easy Ship
97588,408-6463764-6384339,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,999,TEZPUR,ASSAM,784001,IN,FALSE,Easy Ship
97589,403-5225435-5189152,06-23-22,Cancelled,Merchant,Amazon.in,Standard,Blazzer,L,On the Way,0,INR,700,MUNNAR,KERALA,685565,IN,FALSE,Easy Ship
97593,406-0872101-5245154,06-23-22,Shipped - Returning to Seller,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1176,GORAKHPUR,UTTAR PRADESH,273008,IN,FALSE,Easy Ship
97599,171-8353118-8999511,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,874,BENGALURU,KARNATAKA,560034,IN,FALSE,Easy Ship
97600,408-8042686-3352325,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,735,CHENNAI,TAMIL NADU,600092,IN,FALSE,Easy Ship
97603,171-0045811-5384315,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,389,BENGALURU,KARNATAKA,560100,IN,FALSE,Easy Ship
97605,405-4973664-7281144,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,885,Visakhapatnam,ANDHRA PRADESH,530016,IN,FALSE,Easy Ship
97613,406-0939277-8585106,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,735,NAGPUR,MAHARASHTRA,440008,IN,FALSE,Easy Ship
97616,402-3864313-4406718,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,518,MUMBAI,MAHARASHTRA,400067,IN,FALSE,Easy Ship
97618,403-4138276-5258721,06-23-22,Shipped - Returning to Seller,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,560,BENGALURU,KARNATAKA,560097,IN,FALSE,Easy Ship
97619,403-6200235-5808320,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Socks,XXL,Shipped,1,INR,301,Hyderabad,TELANGANA,500033,IN,FALSE,Easy Ship
97623,402-4397691-3447563,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,759,SIBSAGAR,ASSAM,785640,IN,FALSE,Easy Ship
97624,405-3614223-5477143,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,771,jaipur,RAJASTHAN,302017,IN,FALSE,Easy Ship
97629,403-5620715-4685946,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1112,SAHARANPUR,UTTAR PRADESH,247001,IN,FALSE,Easy Ship
97631,171-9074230-1605907,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,399,CUDDALORE,TAMIL NADU,607001,IN,FALSE,Easy Ship
97637,402-4099183-6505100,06-23-22,Shipped - Out for Delivery,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,699,HYDERABAD,TELANGANA,500034,IN,FALSE,Easy Ship
97638,408-3437785-2960360,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,0,CHENNAI,TAMIL NADU,600024,IN,FALSE,Easy Ship
97639,403-2203457-3109954,06-23-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,INR,1248.21,CHENNAI,TAMIL NADU,600008,IN,FALSE,Easy Ship
97640,403-3256588-1269949,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,799,VADODARA,Gujarat,390019,IN,FALSE,Easy Ship
97645,408-1209811-0297950,06-23-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,INR,1287.5,"Edachira,kakkanad",KERALA,682030,IN,FALSE,Easy Ship
97646,402-3833258-6591544,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,685,GAJRAULA,UTTAR PRADESH,244235,IN,FALSE,Easy Ship
97647,403-2971437-4625946,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,899,Jaipur,RAJASTHAN,302023,IN,FALSE,Easy Ship
97650,402-4442312-1805965,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XXL,Shipped,1,INR,301,BENGALURU,KARNATAKA,560076,IN,FALSE,Easy Ship
97651,405-9220361-2546762,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,735,BENGALURU,KARNATAKA,560068,IN,FALSE,Easy Ship
97652,405-9220361-2546762,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,735,BENGALURU,KARNATAKA,560068,IN,FALSE,Easy Ship
97653,405-9220361-2546762,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,735,BENGALURU,KARNATAKA,560068,IN,FALSE,Easy Ship
97655,404-8301626-2352329,06-23-22,Shipped - Out for Delivery,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1399,SAHARANPUR,UTTAR PRADESH,247001,IN,FALSE,Easy Ship
97665,402-4425346-8175559,06-23-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,INR,856.19,"palayamkottai ,tirunelveli",TAMIL NADU,627002,IN,FALSE,Easy Ship
97670,404-7936483-2073942,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,696,HYDERABAD,TELANGANA,500089,IN,FALSE,Easy Ship
97671,404-8382892-1985941,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,735,Falkawn,Mizoram,796005,IN,FALSE,Easy Ship
97673,406-3772451-0227540,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,792,CHENNAI,TAMIL NADU,600067,IN,FALSE,Easy Ship
97678,402-2049954-7606742,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,599,PUNE,MAHARASHTRA,411037,IN,FALSE,Easy Ship
97682,171-4885996-0959534,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,735,PUNE,MAHARASHTRA,411046,IN,FALSE,Easy Ship
97683,406-2577266-0964332,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,690,HYDERABAD,TELANGANA,500082,IN,FALSE,Easy Ship
97684,407-6579359-1356315,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,518,JAIPUR,RAJASTHAN,302012,IN,FALSE,Easy Ship
97687,171-7365670-2573944,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,799,BANGALORE,KARNATAKA,560100,IN,FALSE,Easy Ship
97688,404-6361041-0741954,06-23-22,Cancelled,Merchant,Amazon.in,Standard,Trousers,L,On the Way,0,INR,570.48,PUNE,MAHARASHTRA,411028,IN,FALSE,Easy Ship
97691,171-1789098-6413147,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,999,DEHRADUN,UTTARAKHAND,248016,IN,FALSE,Easy Ship
97692,404-6907395-7966740,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,376,THIRUVANANTHAPURAM,KERALA,695005,IN,FALSE,Easy Ship
97694,171-9182309-6404348,06-23-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,S,On the Way,0,INR,951.43,DEHRADUN,UTTARAKHAND,248016,IN,FALSE,Easy Ship
97697,404-1785872-7203530,06-23-22,Cancelled,Merchant,Amazon.in,Standard,Trousers,L,On the Way,0,INR,570.48,PUNE,MAHARASHTRA,411028,IN,FALSE,Easy Ship
97707,405-9437006-7408326,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,Shirt,5XL,Shipped,1,INR,1099,KOZHIKODE,KERALA,673005,IN,FALSE,Easy Ship
97709,407-8643019-8829939,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,999,Jorethang,SIKKIM,737121,IN,FALSE,Easy Ship
97710,407-7648008-7232355,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,478,BENGALURU,KARNATAKA,560102,IN,FALSE,Easy Ship
97716,171-1581859-7298762,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,735,GUNA,MADHYA PRADESH,473001,IN,FALSE,Easy Ship
97717,171-4488346-8235533,06-23-22,Shipped - Returning to Seller,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,792,MUMBAI,MAHARASHTRA,400001,IN,FALSE,Easy Ship
97719,404-1297691-3145917,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,599,BENGALURU,KARNATAKA,560076,IN,FALSE,Easy Ship
97721,408-0616285-1621103,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,783,MUMBAI,MAHARASHTRA,400009,IN,FALSE,Easy Ship
97724,405-3507063-0014740,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,666,HUTMURA,WEST BENGAL,723148,IN,FALSE,Easy Ship
97726,402-5452962-3511530,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,599,HYDERABAD,TELANGANA,500072,IN,FALSE,Easy Ship
97727,171-9201752-7949953,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,399,VIJAYAWADA,ANDHRA PRADESH,520010,IN,FALSE,Easy Ship
97730,408-3427536-9037101,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,0,Mumbai,MAHARASHTRA,400050,IN,FALSE,Easy Ship
97731,405-9432734-0199515,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,771,Mannuthy,KERALA,680651,IN,FALSE,Easy Ship
97732,171-2979452-2814769,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,749,HYDERABAD,TELANGANA,500038,IN,FALSE,Easy Ship
97736,408-9138378-0186748,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1199,UTTAR KUSUM,WEST BENGAL,743375,IN,FALSE,Easy Ship
97737,408-9138378-0186748,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,799,UTTAR KUSUM,WEST BENGAL,743375,IN,FALSE,Easy Ship
97738,408-9138378-0186748,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,635,UTTAR KUSUM,WEST BENGAL,743375,IN,FALSE,Easy Ship
97739,403-7535973-8673916,06-23-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XXL,On the Way,0,INR,1105.36,Mangalore,KARNATAKA,575001,IN,FALSE,Easy Ship
97745,405-8981703-1613969,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,301,TIRUPATI,ANDHRA PRADESH,517502,IN,FALSE,Easy Ship
97751,407-4117141-0229158,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,735,visakhapatnam,ANDHRA PRADESH,530002,IN,FALSE,Easy Ship
97756,408-1913368-6485946,06-23-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,722.86,JAMSHEDPUR,JHARKHAND,831001,IN,FALSE,Easy Ship
97764,408-8654674-0261110,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,693,puthanathani,KERALA,676510,IN,FALSE,Easy Ship
97765,402-5932579-8762748,06-23-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,951.43,BUCHIREDDIPALEM,ANDHRA PRADESH,524305,IN,FALSE,Easy Ship
97766,404-0340474-3158717,06-23-22,Shipped - Returning to Seller,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,735,Hyderabad,TELANGANA,500044,IN,FALSE,Easy Ship
97767,405-8968566-7621944,06-23-22,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XL,On the Way,0,INR,595.24,BENGALURU,KARNATAKA,560067,IN,FALSE,Easy Ship
97772,404-3734422-6402758,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,339,Mumbai,MAHARASHTRA,400055,IN,FALSE,Easy Ship
97774,408-7975415-8935519,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,735,MANGALURU,KARNATAKA,575006,IN,FALSE,Easy Ship
97775,408-2120558-8090752,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,845,NOIDA,UTTAR PRADESH,201301,IN,FALSE,Easy Ship
97777,171-9249130-1665157,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Socks,S,Shipped,1,INR,301,NOIDA,UTTAR PRADESH,201301,IN,FALSE,Easy Ship
97778,406-3654660-3613953,06-23-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,S,On the Way,0,INR,856.19,GURUGRAM,HARYANA,122505,IN,FALSE,Easy Ship
97780,407-8444960-7398764,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,735,SHOLINGUR,TAMIL NADU,631102,IN,FALSE,Easy Ship
97784,405-4617562-3279556,06-23-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,INR,642.86,HYDERABAD,TELANGANA,500079,IN,FALSE,Easy Ship
97786,407-7359738-7367544,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,579,KOOTHUPARAMBA,KERALA,670643,IN,FALSE,Easy Ship
97787,402-6677149-0577926,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,376,RAIPUR,CHHATTISGARH,492013,IN,FALSE,Easy Ship
97788,405-9358941-6276341,06-23-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,3XL,On the Way,0,INR,309.52,DAVANAGERE,KARNATAKA,577221,IN,FALSE,Easy Ship
97795,403-3859282-5957930,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,771,SAMANA,PUNJAB,147101,IN,FALSE,Easy Ship
97796,408-1958381-4728337,06-23-22,Shipped - Returning to Seller,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,0,NEW DELHI,DELHI,110017,IN,FALSE,Easy Ship
97799,403-5767855-4962748,06-23-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,700.95,CHENNAI,TAMIL NADU,600115,IN,FALSE,Easy Ship
97806,402-7808592-6005107,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,693,JAMMU,JAMMU & KASHMIR,180016,IN,FALSE,Easy Ship
97808,403-4033065-5133157,06-23-22,Shipped - Out for Delivery,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,353,PUNE,MAHARASHTRA,411037,IN,FALSE,Easy Ship
97811,402-3486276-0897901,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,759,Khatima,UTTARAKHAND,262308,IN,FALSE,Easy Ship
97815,171-1204309-1555543,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,478,NOIDA,UTTAR PRADESH,201304,IN,FALSE,Easy Ship
97820,405-8823672-6272305,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,5XL,Shipped,1,INR,736,Kottapuram po,KERALA,680584,IN,FALSE,Easy Ship
97825,171-8980496-1705107,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,579,IROOPARA,KERALA,695584,IN,FALSE,Easy Ship
97826,406-6547140-6285900,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,380,NELLORE,ANDHRA PRADESH,524001,IN,FALSE,Easy Ship
97833,407-6946418-5999556,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,776,THIRUVARUR,TAMIL NADU,612603,IN,FALSE,Easy Ship
97847,404-3661032-4788335,06-23-22,Shipped - Returning to Seller,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,565,CHITRADURGA,KARNATAKA,577502,IN,FALSE,Easy Ship
97851,171-7286009-0759535,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,664,Dombivali,MAHARASHTRA,421202,IN,FALSE,Easy Ship
97852,408-9021732-2005115,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,571,PUNE,MAHARASHTRA,411020,IN,FALSE,Easy Ship
97854,408-2795717-7869920,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,544,WARANGAL,TELANGANA,506002,IN,FALSE,Easy Ship
97859,408-8725370-8028364,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,0,PATNA,BIHAR,800014,IN,FALSE,Easy Ship
97864,406-3457431-4353168,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,725,ERNAKULAM,KERALA,682019,IN,FALSE,Easy Ship
97866,405-4706199-1585156,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,325,Tirupati,ANDHRA PRADESH,517520,IN,FALSE,Easy Ship
97867,407-2293869-7359510,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,801,LUDHIANA,PUNJAB,141012,IN,FALSE,Easy Ship
97868,405-7653916-8059507,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,725,NORTH GOA,GOA,403401,IN,FALSE,Easy Ship
97871,408-0885729-1177906,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,735,VASCO DA GAMA,GOA,403726,IN,FALSE,Easy Ship
97877,404-9136903-6059522,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,725,JATANI,ODISHA,752050,IN,FALSE,Easy Ship
97878,407-9826101-8337164,06-23-22,Shipped - Returning to Seller,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,735,LUCKNOW,UTTAR PRADESH,226017,IN,FALSE,Easy Ship
97890,403-3455366-7321901,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,292,CHENNAI,TAMIL NADU,600092,IN,FALSE,Easy Ship
97897,406-9891236-2016335,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,599,MUMBAI,MAHARASHTRA,400050,IN,TRUE,Easy Ship
97903,402-8163259-0787511,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,469,BENGALURU,KARNATAKA,560064,IN,FALSE,Easy Ship
97907,403-6917856-8989121,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,921,JAIPUR,RAJASTHAN,302023,IN,FALSE,Easy Ship
97909,403-6015768-9125106,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,725,HYDERABAD,TELANGANA,500046,IN,FALSE,Easy Ship
97918,403-8852552-6622715,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,725,UNNAO,UTTAR PRADESH,209801,IN,FALSE,Easy Ship
97920,402-4502699-2006709,06-23-22,Cancelled,Merchant,Amazon.in,Standard,Trousers,XL,On the Way,0,INR,463.81,PANIHATI,WEST BENGAL,700115,IN,FALSE,Easy Ship
97921,406-8157396-8365955,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,387,OTTAPPALAM,KERALA,679103,IN,FALSE,Easy Ship
97929,408-3449269-0867523,06-23-22,Cancelled,Merchant,Amazon.in,Standard,Wallet,Free,On the Way,0,INR,307.62,PUNE,MAHARASHTRA,411057,IN,FALSE,Easy Ship
97933,407-0249286-5864304,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,599,NEW DELHI,DELHI,110044,IN,FALSE,Easy Ship
97934,403-2560552-2905146,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,725,Dehradun,UTTARAKHAND,248001,IN,FALSE,Easy Ship
97939,404-4209552-8818708,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,612,BENGALURU,KARNATAKA,562125,IN,FALSE,Easy Ship
97941,402-5249570-6389943,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,735,PUNE,MAHARASHTRA,411014,IN,FALSE,Easy Ship
97951,171-7088698-9674765,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,547,SAHARANPUR,UTTAR PRADESH,247001,IN,FALSE,Easy Ship
97952,407-3511227-1027565,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1044,JAMNAGAR,Gujarat,361005,IN,FALSE,Easy Ship
97953,405-3173915-8965947,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,909,CHITTOOR,ANDHRA PRADESH,517192,IN,FALSE,Easy Ship
97955,405-9060054-7063553,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,521,BHIMTAAL,UTTARAKHAND,263136,IN,FALSE,Easy Ship
97956,408-9061501-4826714,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,399,KADAPA,ANDHRA PRADESH,516227,IN,FALSE,Easy Ship
97964,405-3038203-3352364,06-23-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,S,On the Way,0,INR,596.19,BHOPAL,MADHYA PRADESH,462024,IN,FALSE,Easy Ship
97969,403-6132261-0191523,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,562,BENGALURU,KARNATAKA,560035,IN,FALSE,Easy Ship
97971,402-1736902-8317916,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,725,MUMBAI,MAHARASHTRA,400103,IN,FALSE,Easy Ship
97973,406-5975284-4322741,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1163,Lucknow,UTTAR PRADESH,226013,IN,FALSE,Easy Ship
97975,403-5565746-6425919,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,845,BAHJOI,UTTAR PRADESH,244410,IN,FALSE,Easy Ship
97979,408-5019462-2077153,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,735,CHENNAI,TAMIL NADU,600045,IN,FALSE,Easy Ship
97992,408-9235091-1157148,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,0,CHENNAI,TAMIL NADU,600077,IN,FALSE,Easy Ship
97993,407-1146569-9400365,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,301,KAPURTHALA,PUNJAB,144601,IN,FALSE,Easy Ship
97997,171-2552844-5685145,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,457,NAVI MUMBAI,MAHARASHTRA,410208,IN,FALSE,Easy Ship
98000,407-1170679-4221157,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,387,Sangareddy,TELANGANA,502296,IN,FALSE,Easy Ship
98007,403-0079637-8171574,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,5XL,Shipped,1,INR,1033,UDAIPUR,RAJASTHAN,313001,IN,FALSE,Easy Ship
98008,403-2128402-8019551,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,939,DIMAPUR,NAGALAND,797112,IN,FALSE,Easy Ship
98014,171-6067665-8273948,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,735,KAVALI,ANDHRA PRADESH,524201,IN,FALSE,Easy Ship
98018,407-6598947-8547527,06-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,562,BENGALURU,KARNATAKA,560078,IN,FALSE,Easy Ship
